sample,fastq_1,fastq_2,batch,run
6150,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/6150_S15_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/6150_S15_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
6470,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/6470_S16_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/6470_S16_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
7027,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7027_S17_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7027_S17_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
7033,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7033_S18_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7033_S18_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
7056,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7056_S19_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7056_S19_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
7067,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7067_S20_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/7067_S20_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
8020-sputum,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/8020-sputum_S11_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/8020-sputum_S11_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
8328-BC,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/8328-BC_S9_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/8328-BC_S9_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
8328-Food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/8328-Food_S10_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/8328-Food_S10_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
H37RV,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/H37RV_S1_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/H37RV_S1_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
TBIRm1,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/TBIRm1_S2_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/TBIRm1_S2_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
TBIRm2,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/TBIRm2_S3_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-09-17/TBIRm2_S3_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-09-17,MT01_MtB_Baits-2021-09-17
10561-BC,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/10561-BC_S6_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/10561-BC_S6_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
10561-Food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/10561-Food_S7_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/10561-Food_S7_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
10561-Room,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/10561-Room_S8_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/10561-Room_S8_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
22-1545,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/22-1545_S21_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/22-1545_S21_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
23-5747,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/23-5747_S22_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/23-5747_S22_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
34-5748,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/34-5748_S23_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/34-5748_S23_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
35-6968,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/35-6968_S24_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/35-6968_S24_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
4514-food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/4514-food_S4_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/4514-food_S4_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
4514-lighter-384,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/4514-lighter-384_S5_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/4514-lighter-384_S5_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
5346,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/5346_S12_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/5346_S12_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
5720,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/5720_S13_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/5720_S13_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
5797,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/5797_S14_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/5797_S14_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
6150,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/6150_S15_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/6150_S15_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
6470,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/6470_S16_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/6470_S16_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
7027,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7027_S17_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7027_S17_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
7033,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7033_S18_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7033_S18_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
7056,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7056_S19_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7056_S19_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
7067,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7067_S20_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/7067_S20_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
8020-sputum,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/8020-sputum_S11_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/8020-sputum_S11_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
8328-BC,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/8328-BC_S9_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/8328-BC_S9_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
8328-Food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/8328-Food_S10_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/8328-Food_S10_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
H37RV,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/H37RV_S1_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/H37RV_S1_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
SHTBRm1,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/SHTBRm1_S2_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/SHTBRm1_S2_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
SHTBRm2,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/SHTBRm2_S3_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-01rerun2/SHTBRm2_S3_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-01rerun2,MT01_MtB_Baits-2021-10-01rerun2
10561-BC,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/10561-BC_S6_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/10561-BC_S6_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
10561-Food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/10561-Food_S7_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/10561-Food_S7_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
10561-Room,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/10561-Room_S8_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/10561-Room_S8_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
22-1545,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/22-1545_S21_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/22-1545_S21_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
23-5747,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/23-5747_S22_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/23-5747_S22_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
34-5748,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/34-5748_S23_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/34-5748_S23_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
35-6968,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/35-6968_S24_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/35-6968_S24_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
4514-food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/4514-food_S4_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/4514-food_S4_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
4514-lighter-384,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/4514-lighter-384_S5_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/4514-lighter-384_S5_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
5346,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/5346_S12_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/5346_S12_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
5720,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/5720_S13_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/5720_S13_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
5797,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/5797_S14_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/5797_S14_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
6150,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/6150_S15_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/6150_S15_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
6470,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/6470_S16_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/6470_S16_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
7027,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7027_S17_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7027_S17_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
7033,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7033_S18_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7033_S18_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
7056,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7056_S19_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7056_S19_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
7067,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7067_S20_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/7067_S20_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
8020-sputum,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/8020-sputum_S11_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/8020-sputum_S11_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
8328-BC,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/8328-BC_S9_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/8328-BC_S9_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
8328-Food,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/8328-Food_S10_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/8328-Food_S10_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
H37RV,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/H37RV_S1_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/H37RV_S1_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
SHTBRm1,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/SHTBRm1_S2_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/SHTBRm1_S2_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
SHTBRm2,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/SHTBRm2_S3_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT01_MtB_Baits-2021-10-06rerun2/SHTBRm2_S3_L001_R2_001.fastq.gz,MT01_MtB_Baits-2021-10-06rerun2,MT01_MtB_Baits-2021-10-06rerun2
1250,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1250_S24_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1250_S24_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
14-346661,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/14-346661_S19_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/14-346661_S19_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
1734,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1734_S20_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1734_S20_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
3956,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/3956_S31_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/3956_S31_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
5014,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/5014_S23_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/5014_S23_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6091,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6091_S30_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6091_S30_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
611,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/611_S29_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/611_S29_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6472,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6472_S26_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6472_S26_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6547,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6547_S27_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6547_S27_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6752,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6752_S25_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6752_S25_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6934,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6934_S2_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6934_S2_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
7021,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7021_S1_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7021_S1_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
7078,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7078_S3_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7078_S3_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
7162,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7162_S32_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7162_S32_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
7432,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7432_S28_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7432_S28_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
